added,description,url,type,required,name,start,link,location,close,open,min_study
,"<div class=""field-item even"" property=""content:encoded""><p><strong>The DPM&amp;C Graduate Development Program application round for the 2017 intake has now closed. Register on GradAustralia and bookmark DPM&amp;C to receive alerts when the 2018 application round open in early 2017.</strong></p>

<p>When you apply for PM&amp;C's Graduate Programme, you're not just applying for a job, you're opening the door to your career...<br>
<br>
<strong>2017 GRADUATE PROGRAMME</strong><br>
<br>
Do you want to make a real contribution to the success of our country? We offer exciting and fulfilling work at the heart of government with career development opportunities difficult to find elsewhere.<br>
<br>
Our Graduate Programme is a two year, structured, on-the-job development programme that provides you with the support, opportunities and challenges you need to kick start your career in the Australian Public Service (APS).<br>
<br>
<strong>WHAT WORK WILL YOU DO?</strong><br>
<br>
As a PM&amp;C Graduate you will help advance Australia's interests by working across government to advise the Prime Minister on policies across the full range of government activities, and implement cabinet decisions.<br>
<br>
You will work on matters of particular importance to the Prime Minister, social and economic policies, Indigenous affairs and national security. You may also get the chance to work on special taskforces which could include counter-terrorism, Commonwealth-State relations, deregulation, women's policy, cyber security and international delegate events. Some of our previous Graduates have even had the chance meet members of the royal family or heads of state!<br>
<br>
As part of the Graduate Programme you will undertake rotations in each of our four Canberra-based business groups, our Regional Network (state and regional offices) and in an external partner organisation in the not-for-profit, non-government or private sector. These rotations will give you the opportunity to develop a broad knowledge and understanding of the Government's priorities, and experience the development and implementation of government policy and its effectiveness on the ground first hand.<br>
<br>
<strong>WHAT DO WE OFFER?</strong><br>
<br>
• Generous salary and employer superannuation contributions, with the opportunity to fast track from an APS 3 ($55,862) to an APS 5 ($69,143) within two years!<br>
• 4 weeks of paid annual recreation leave, cumulative paid sick leave and long service leave.<br>
• A flexible, diverse and inclusive workplace that does not discriminate on the grounds of gender, sexual identity, age, race, ethnicity, religion or disability.<br>
• The opportunity to work with strong, smart, visionary and experienced leaders who encourage and support you to develop your interests and expertise and achieve your ambitions.<br>
• Structured development opportunities tailored to your individual learning needs and goals, including formal and informal training and networking.<br>
• Plenty of support to ensure your success, including a buddy and mentor.<br>
<br>
<strong>WHO ARE WE LOOKING FOR?</strong><br>
<br>
We are looking for motivated and high achieving people from a variety of backgrounds and academic disciplines – anything from economics, politics and international relations right through to marketing, IT, philosophy, mathematics and science. Regardless of what you have studied, we want to hear from you!<br>
<br>
<strong>To apply you will need to:</strong><br>
• have completed a minimum 3 year undergraduate bachelor degree by 31 December 2016 (degree must be recognised in Australia)<br>
• have maintained a credit (or equivalent) average throughout your degree<br>
• be able to obtain an Australian Government security clearance to a minimum of Negative Vetting Level 2<br>
• be an Australian citizen<br>
<br>
<strong>APPLICATIONS FOR OUR 2017 GRADUATE PROGRAMME WILL OPEN IN APRIL 2016.</strong></p>
</div>",/dpmc-2017-graduate-development-program-canberra,Graduate Jobs,None,DPM&C 2017 Graduate Development Program - Canberra,2017-01-01T00:00:00+11:00,http://www.dpmc.gov.au/work-for-us/graduate-careers,"Canberra, ACT",,,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p><strong>Are you a first year student looking for the opportunity to jump start your career?</strong></p>

<p>Our Deloitte Private Young Achievers program (offered in Sydney only) gives you the opportunity to work flexibly while you are studying to complete your degree, enabling you to gain real business and client experience before you graduate.</p>

<p>Click the Apply Online button </p>

<p><strong>Our Deloitte Private Young Achievers Program offers: </strong></p>

<p>Flexible part-time and full-time study whilst working<br>
The opportunity to fast track your development through on-the-job learning<br>
Career mentoring and coaching from experienced professionals<br>
On-the-job training to build your business knowledge and skills<br>
Allowances for text books and union fees<br>
Bonuses for outstanding results throughout your degree<br>
The opportunity to secure your future</p>
</div>",/deloitte-private-young-achievers-program-sydney,Internships,,Deloitte Private Young Achievers Program Sydney,,,Sydney,,,
,"<div class=""field-item even"" property=""content:encoded""><p>This two day interactive program offers you professional development, an insight into life at Deloitte and an advanced opportunity to secure a summer vacation position.</p>

<p>You are eligible if you are in your 1st year of a 3 year degree, 2nd year of a 4 year degree or 3rd year of a 5 year degree.</p>
</div>",/deloitte-development-program,Internships,,Deloitte Development Program,,,Australia wide,,2016-07-19T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p>At MinterEllison our aspiration is to be our clients' best partner. Our large, diverse client base includes public and private companies, leading multinationals operating in the region, global financial institutions, and government and state-owned entities.</p>

<p>We think beyond the law and apply a commercial approach and creative thinking to some of the region's most high-profile transactions, projects and disputes. We draw on the extensive capability of our own office network and relationships with other leading firms around the world to deliver seamless service to our clients wherever they need us.</p>

<p>If you start your career at MinterEllison, your experience in the first few years will be full of challenging and exciting work, support and mentorship, and professional and personal growth, all the while having the opportunity to develop new networks and friendships. We invest heavily in the development and empowerment of our talent through our carefully designed clerkship and graduate programs, and look to give graduates opportunities to collaborate, innovate and inspire from day one. This investment includes a number of MinterEllison's career development initiatives that drive our success with clients, our growth, and our unique culture.</p>

<h1><strong>Is MinterEllison where it all starts for you?</strong></h1>

<p>You should consider a career at MinterEllison if:</p>

<ul>
	<li>Your passion for excellence leads you to winning solutions.</li>
	<li>You have what it takes to apply technical thinking through the prism of commercial advice.</li>
	<li>Building relationships excites you. You see yourself outside the office, working in partnership with clients.</li>
	<li>You think outside the box and embrace new ideas.</li>
	<li>You want to feel empowered and be part of a high performance team.</li>
	<li>Collaboration and inclusiveness are principles you value.</li>
	<li>The status quo bores you. You want to be part of something different.</li>
	<li>You're looking for a Firm with a clear game plan.</li>
</ul>

<h1><strong>What you can expect:</strong></h1>

<p>Our vacation clerkships offer you real life work experience. A comprehensive orientation program and learning on the job will help you build your legal skills and commercial acumen.<br>
During our program you will:</p>

<ul>
	<li>Work closely with partners and lawyers on active matters to meet deadlines</li>
	<li>Produce quality and meaningful work</li>
	<li>Participate in tangible learning &amp; development activities and</li>
	<li>Attend social and networking events.</li>
</ul>

<p>You will also be allocated a supervisor for daily support who will help you manage your workload, and a 'buddy' for extra insight and advice.</p>

<h1><strong>You will enjoy:</strong></h1>

<ul>
	<li>a variety of challenging work for interesting clients</li>
	<li>an opportunity to develop your legal and commercial skills within our strong learning culture</li>
	<li>support and guidance from our lawyers and partners</li>
	<li>being part of a high performing team of clerks who are passionate about a career with MinterEllison</li>
	<li>a fantastic mix of real life work experience,  learning &amp; development and social activities</li>
	<li>top tier perks such as first class premises, facilities and administrative support, in-house catering, gym access and much more!</li>
</ul>

<h1><strong>Apply:</strong></h1>

<ul>
	<li>Applications open 18th July 2016 </li>
	<li>Applications close 5th August 2016</li>
	<li>To be eligible to apply for this role you must be legally permitted to work in Australia</li>
</ul>

<p> </p>
</div>",/minterellison-20162017-vacation-clerkships-perth,Internships,None,MinterEllison 2016/2017 Vacation Clerkships - Perth ,2016-11-01T00:00:00+11:00,http://www.minterellison.com/careers/clerks-and-graduates/,Perth ,2016-08-05T00:00:00+10:00,2016-07-18T00:00:00+10:00,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p>The TurksLegal graduate program is a core initiative that operates in both the Sydney and Melbourne offices. It aims to attract applicants who’ve excelled academically and are keen to embark on a legal career. Our preference is for students to have completed PLT and either already be admitted or close to admission.</p>

<p>The program runs for 12months, consisting of three rotations in total. Each graduate will spend four months in Commercial, Insurance &amp; Financial Services and Employers Liability.</p>

<p>Our graduates relish the opportunity to be involved in cutting-edge legal work, learning from experts at the top of their game.</p>

<p> </p>
</div>",/turks-graduate-program,Graduate Jobs,,Turks Graduate Program,,http://www.turkslegal.com.au/careers,Sydney & Melbourne,,,
,"<div class=""field-item even"" property=""content:encoded""><p>The Suncorp Group Graduate Program is a 1-2 year program with streams in </p>

<ul>
	<li>Banking</li>
	<li>Agribusiness Banking</li>
	<li>Actuarial </li>
	<li>Corporate </li>
	<li>Business Technology </li>
	<li>Insurance </li>
</ul>

<p>Graduate roles commence either August or February each year. As a Suncorp Grad, you will work alongside our awesome leaders and be exposed to continuous learning that will open your mind and connect you to our customers and the broader community.</p>

<p>Applications for the 2017 program have now closed, but register on GradAustralia.com.au and bookmark Suncorp as a favorite employer to receive email alerts when the 2018 Graduate Program applications open in early 2017. <br>
<br>
<strong>Who are we seeking?</strong><br>
Graduate students studying at an Australian university, who would enjoy the flexibility to choose their own path. Suncorp is about opportunity, and we are looking for people with high level communication skills, who are motivated, enthusiastic and want to get more exposure. We want people who can fit into our friendly, caring environment and wish to make an impact in their community.<br>
<br>
To be eligible for the Suncorp Graduate Program you must reside in Australia and be an Australian or New Zealand Citizen or Australian Permanent Resident.</p>
</div>",/suncorp-group-graduate-program,Graduate Jobs,50 - 64% WAM (Pass),Suncorp Group Graduate Program ,,http://www.suncorpgroupgraduates.com.au/,"Brisbane, Sydney & Melbourne & some regional locations ",,,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p><br>
NERA Economic Consulting is a global firm of experts dedicated to applying economic, finance, and quantitative principles to complex business, government and legal challenges. For half a century, NERA’s economists have been creating strategies, studies, reports, expert testimony, and policy recommendations for government authorities and the world’s leading law firms and corporations. With its head office in New York City, NERA serves clients from more than 25 offices across North America, Europe, and Asia Pacific.<br>
 <br>
We bring academic rigor, objectivity, and real world industry experience to bear on issues arising from competition, regulation, public policy, strategy, finance, and litigation.<br>
 <br>
We have openings for Research Officers/Analysts to join in Sydney or Melbourne, Australia. The team provides research, analysis, strategy, and valuation advice along with advisory and litigation support service to clients.<br>
 <br>
The Australian teams are part of a global network of leading economic and industry experts. They provide competition, regulation, economic modelling and policy advisory services to government departments, agencies and businesses in Australia and the Asia Pacific region across the following sectors: Energy and resources; Environment and climate change; Water; Transport and logistics; Health and human services; Telecommunications and media.<br>
 <br>
The responsibilities of a Research Officer/Analyst will include quantitative and qualitative research, analysis and report writing. The role may include tasks such as: analysis of financial market data; designing and building quantitative models and applying econometric analysis to economic and financial data; collecting market, industry, company, and competitor information; reviewing, summarising and analysing industry trends; designing and undertaking cost benefit analyses and other economic impact assessments; conducting stakeholder consultations/surveys/interviews; conducting literature reviews; analysing legislation, regulation and government policy documents; drafting proposals, reports and presentation materials; and participating in team meetings and conference calls.<br>
 <br>
This is a team-based, multi-tasked environment that requires the delivery of high quality work within tight timeframes. Successful candidates will be self-motivated and have the confidence to apply economic frameworks and analytical methodologies to a wide-range of business issues and government policy matters. <br>
   <br>
NERA provides a challenging and rewarding professional experience with competitive compensation and benefits. We promote from within, and support both personal and professional growth. Elements of our program include a comprehensive induction, skills enhancement training sessions, and formal performance evaluations twice a year.Qualifications<br>
 <br>
Candidates should hold an undergraduate degree with honours or a postgraduate degree in Economics, Finance or a related discipline with exceptional academic records, and enjoy microeconomics and quantitative and qualitative research and analysis. Qualified candidates must be detail-oriented, able to think analytically and critically, and have excellent verbal and written communication.<br>
To apply for this position, please submit your CV, cover letter, writing sample and transcripts directly to this posting.<br>
 </p>
</div>",/nera-economic-consulting-research-officeranalyst-energy-environment-network,Graduate Jobs,,Nera Economic Consulting Research Officer/Analyst - Energy Environment Network,,http://www.nera.com/careers.html,Melbourne,,2016-04-15T00:00:00+10:00,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p>Generally, graduate positions are offered to those who have completed a summer clerkship at the end of their program. Graduates complete 6 month rotations across 3 different practice areas, with the exception to this being Canberra, where at least 2 are completed. Our graduates participate in a targeted development program through a framework that cultivates valuable skills and that sets them up for success now and in the future.</p>

<p><strong>The program provides a practical business foundation for junior lawyers. You’ll receive:</strong></p>

<ul>
	<li>Meaningful work covering a wide range of practice areas</li>
	<li>Client contact and an in-depth understanding of how they operate in a commercial and regulatory environment</li>
	<li>The opportunity to work with a range of partners, senior associates and solicitors in different practice groups</li>
	<li>A practical understanding of areas of our legal practice</li>
	<li>A comprehensive knowledge of the firm, our technology, our resources, our processes and, of course, the people you’ll work with.</li>
</ul>

<p>As part of the Graduate Program, we also offer a Practical Legal Training (PLT) course with the College of Law to our Australian Law Graduates, ensuring that you meet the requirements for admission to legal practice.</p>

<p>At King &amp; Wood Mallesons we adopt a holistic ""70/20/10"" learning philosophy. This means that we encourage an integrated approach to learning, where you build capability through a range of “formal” and “informal” learning experiences, ranging from day-to-day work activities, through to the more traditional face to face learning programs.</p>

<p>The program also promotes and supports the mobility of our staff across our offices by giving you the opportunity to apply to go on exchange in one of our interstate or overseas offices. Through this, you are able to access a greater choice and variety of destinations and on-the-job experience.</p>

<p>KWM distinguishes itself from other top tier law firms in the way that it grows market leaders. We recruit high achieving, client centric, learning agile people with an international perspective. We understand that technical excellence is only one success factor. We value a range of skills in our employees and recognise that a diversity of strengths leads to best results. We are looking for people who have an intellectual curiosity and are intrinsically motivated. Excellent marks are not necessarily a predictor of career success.</p>

<ul>
	<li>Are you empathetic? Can you stand in the shoes of our client and experience the problem from their perspective?</li>
	<li>Is it more important to you to admire the problem or are you most interested in providing a practical, efficient and commercially sound solution?</li>
	<li>Are you traditional and risk averse or are you excited by a changing and fluid work environment?</li>
	<li>When you think about your career are you only focused on Australia, or do you appreciate that Australia’s closest neighbours are the new power houses of the global economy?</li>
</ul>

<p><span style=""line-height:1.6"">We believe in team work and the ‘Power of Together’. We are not a collection of siloed practices, but work closely across the network to pursue client opportunities. Through a high performance culture our results are realised through collaboration, innovation and engagement. </span></p>
</div>",/king-wood-mallesons-graduate-program,Graduate Jobs,,King & Wood Mallesons Graduate Program,2016-02-01T00:00:00+11:00,http://www.kwm.com/people,"CBD in Sydney, Melbourne, Brisbane, Canberra & Perth",,,Bachelor degree
,"<div class=""field-item even"" property=""content:encoded""><p>We are currently offering global internship programmes located in Hong Kong, Singapore and China within our four global businesses.  Applications open from mid-August 2016.  Please visit our careers site to apply as well as find out if we have any additional markets in Asia recruiting for 2017 intake for our student or graduate programmes.</p>
</div>",/hsbc-global-internship-programmes,Internships,, HSBC Global Internship Programmes ,,http://www.hsbc.com/careers/students-and-graduates,Asia Pacific ,,,
,"<div class=""field-item even"" property=""content:encoded""><p>A London and Melbourne based, start up agency backed by a strong consortium of investors, well connected within the <span style=""line-height: 1.6;"">sports and music industry. TRM acts as a resource agency to service the sponsorship requirements of top tier sports, </span><span style=""line-height: 1.6;"">music and entertainment personnel around the world. This is an exciting opportunity to join the research function of a </span><span style=""line-height: 1.6;"">fast-paced sports agency in TRM’s new office in Melbourne. The Commercial Analyst will apply qualitative and </span><span style=""line-height: 1.6;"">quantitative analysis to interpret data, create reports and make recommendations when presenting the findings.</span></p>

<p><strong>DUTIES &amp; RESPONSBILITIES</strong></p>

<p>Your duties will include but not limited to:</p>

<ul>
	<li>Primary and secondary research into popularity of sports and sports properties</li>
	<li>Thorough industry and company reports identifying new sponsorship opportunities</li>
	<li>Manage a database of prospects across a variety of sectors</li>
	<li><span style=""line-height: 1.6;"">Suggest, influence and recommend solutions for implementation</span></li>
	<li>Highlighting KPI’s for why businesses may want engage into sponsorship</li>
	<li>Assisting the sales team with specialised knowledge on industries and companies</li>
	<li>Liaise with all departments to maximise efficiencies</li>
	<li>Generate reports that analyse competition and customer insight</li>
	<li>Develop sales material in tandem with sales and operations teams</li>
	<li>Identify synergies between Prospect and Property for potential sales opportunity</li>
	<li>Contact sourcing for key personnel at various companies</li>
</ul>

<p>This opportunity will be for an initial 1-2 months internship, with the view to review the role on a constant basis. There <span style=""line-height: 1.6;"">will be the possibility to extend the partnership depending on the scope of future business in Australia, as well as re- </span><span style=""line-height: 1.6;"">locating candidates who excel to the UK to support the main operation of TRM. The placement offers a unique </span><span style=""line-height: 1.6;"">opportunity to learn about the sports and music industry and top tier requirements alongside the understanding of the </span><span style=""line-height: 1.6;"">day to day operations of a sports agency. This role will provide a unique opportunity to develop your research, </span><span style=""line-height: 1.6;"">analytical and business skills in an exciting setting and offer the chance to grow organically within the organisation.</span></p>

<p><strong>QUALIFICATIONS, SKILLS &amp; EXPERIENCE</strong></p>

<p>In order to be considered for this opportunity, you must be a graduate with a minimum of a credit in English, <span style=""line-height: 1.6;"">Economics, Politics, Business Studies or any relevant analytical discipline. This role is most suited to an ambitious, </span><span style=""line-height: 1.6;"">hardworking individual with an entrepreneurial spirit and should be able to work in a logical and tenacious manner </span><span style=""line-height: 1.6;"">sourcing difficult to find information.</span></p>

<p>A large part of the internship will be research focused, therefore the candidate will need to be competent in using <span style=""line-height: 1.6;"">Microsoft Excel. The candidate will possess financial modelling skills, and be able to demonstrate strong written and </span><span style=""line-height: 1.6;"">verbal reasoning. With the ability to obtain, analyse and tabulate data to identify key hooks towards sponsoring a </span><span style=""line-height: 1.6;"">sporting asset.</span></p>
</div>",/trm-partners-commercial-analyst-melbourne,Graduate Jobs,,TRM Partners Commercial Analyst- Melbourne,,http://www.trmpartners.com/,Melbourne,,2016-08-18T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p>We are currently offering global graduate programmes located in Hong Kong, Singapore and China within our four global businesses.  Please visit our careers site, to apply as well as find out if we have any additional markets in Asia recruiting for 2017 intake for our student or graduate programmes</p>

<p> </p>
</div>",/hsbc-global-graduate-programmes,Graduate Jobs,,HSBC Global Graduate Programmes ,,http://www.hsbc.com/careers/students-and-graduates,Asia Pacific,,,
,"<div class=""field-item even"" property=""content:encoded""><p>You know you’re ready for early leadership. From building relationships to addressing business challenges, you have the drive and determination to start achieving now.  The catch is most graduate programs will expose you to interesting situations and people, but will only trust you with limited responsibilities.</p>

<p><br>
At Woolworths, we believe that leadership is born from personal confidence.  That it’s your failures as well as your successes that will shape you into an effective leader.  It’s why our graduates enjoy significant and meaningful management responsibilities, along with executive guidance.</p>

<p><br>
And when we say significant responsibility, we mean it. Few organisations in Australia can match the size and variety of professional opportunities that Woolworths offers. As one of the country’s largest and most complex organisations (with 200,000 employees and market capitalisation of $50 billion), we can provide amazing leadership development experiences for you – both as a graduate and throughout your career.</p>

<p>The challenges are on a massive scale, which might seem a bit intimidating.  We are performance focused and we work hard, but we work as a team. So you will be supported by colleagues and managers who genuinely want you to succeed.</p>

<p>Be a leader today, not someday. On the Woolworths Graduate Program.<br>
<br>
<strong>Lead in one of our 12 graduate streams:</strong></p>

<ul>
	<li>Business Leadership</li>
	<li>Business Consulting</li>
	<li>Finance</li>
	<li>Marketing</li>
	<li>Digital e-Commerce</li>
	<li>Big Data</li>
	<li>HR</li>
	<li>IT</li>
	<li>Product Development &amp; Quality Assurance</li>
	<li>Logistics</li>
	<li>Procurement</li>
	<li>Property</li>
</ul>

<p><br>
<strong>All of the programs provide you with:</strong></p>

<ul>
	<li>A permanent ongoing contract with a clear career path beyond the graduate program</li>
	<li>A structured graduate program with mapped rotations and learning outcomes</li>
	<li>A best practice graduate leadership development program to prepare you for early leadership</li>
	<li>A mentor who will be there to support you throughout the graduate program with career advice, assistance and guidance</li>
	<li>A graduate buddy who will be there to assist you with the transition into the program and help you settle into the organisation</li>
	<li>A competitive remuneration package</li>
</ul>

<p><br>
<strong>Key attributes we are looking for:</strong></p>

<ul>
	<li>Ambitious and keen to succeed</li>
	<li>Passionate about retail and customers</li>
	<li>A desire to work in a fast paced and innovative environment</li>
	<li>A collaborative work style</li>
	<li>Disciplined and driven to achieve results</li>
</ul>

<p><br>
<strong>Pre-requisites:</strong></p>

<ul>
	<li>In your final year of study or have recently completed an undergraduate degree (within 2 years)</li>
	<li>Demonstrated work experience, retail preferred but not essential</li>
	<li>Hold a current credit average</li>
	<li>You have the flexibility to work full time from the program start date</li>
	<li>You are a Permanent Resident or Australian / NZ citizen as at date of application</li>
	<li>Willing to relocate to Sydney if currently living interstate/international</li>
</ul>
</div>",/woolworths-limited-graduate-program-2017,Graduate Jobs,,Woolworths Limited Graduate Program 2017,2016-02-01T00:00:00+11:00,,,,,Bachelor degree
added,description,url,type,required,name,start,link,location,close,open,min_study
,"<div class=""field-item even"" property=""content:encoded""><p><span style=""line-height: 1.6;"">You’d never guess where this summer could take you…</span></p>

<p>Westpac Group is seeking talented and ambitious students to take part in our 2016/2017 Summer Internship Program.</p>

<p>Our paid ten-week program is a great way to explore a career with Westpac Group and give you a taste of what is like to work for us. It is designed to ensure that our interns get an insight into the banking and finance industry – allowing you to make an informed career decision.</p>

<p>Whichever business area you choose, you will find a worthwhile investment of your time this summer. You’d never guess what skills you could develop and how much you’ll learn - what could be more rewarding than the possibility to return to university with your graduate job offer in hand.</p>

<p>We welcome applications from university students in their PENUTIMATE year of an undergraduate or post graduate degree and ask that you hold Australian permanent residency or citizenship to apply.</p>

<p>The program runs for 10 weeks from December to February and talented interns will also have the opportunity to be considered for the Graduate Program in 2018.</p>

<p><u><strong>Applications for the Summer Internship Program open Monday 27 June.</strong></u></p>

<p><u><strong>Applications close Midnight Friday 29 July 2016.</strong></u></p>

<p>Our summer internships programs will be available in the following areas</p>

<ul>
	<li>Corporate and Institutional Banking (Sydney, Brisbane, Perth and Melbourne)</li>
	<li>Financial Markets  &amp; Treasury (Sydney)</li>
	<li>Quantitative Risk Analytics (Sydney)</li>
	<li>Group Operations (Sydney &amp; Adelaide)</li>
	<li>Global Transactional Services (Sydney)</li>
</ul>
</div>",https://gradaustralia.com.au/westpac-group-summer-internship-program-20162017,Internships,None,Westpac Group Summer Internship Program 2016/2017,2016-12-01T00:00:00+11:00,http://graduates.westpacgroup.com.au/,"Sydney, Melbourne, Perth, Brisbane & Adelaide",2016-07-29T00:00:00+10:00,2016-06-27T00:00:00+10:00,
,"<div class=""field-item even"" property=""content:encoded""><p>KordaMentha is an advisory and investment firm that provides Forensic, Real Estate, Turnaround and Restructuring Services. With offices in Australia, New Zealand and Singapore, and an international network in cooperation with AlixPartners, we have managed some of the most complex assignments in Australia and abroad.<br>
<br>
Whether our clients are looking to expand, invest, detect inappropriate behaviour or overcome under-performance within their organisation, our team of almost 350 business specialists draw upon their extensive industry and functional experience to deliver the best outcomes for stakeholders.<br>
<br>
Our multi-disciplined forensic group is the largest group of independent forensic specialists in Australia, and have worked on some of the highest profile matters across Australia and Asia-Pacific.<br>
<br>
Our Forensic services include dispute analysis, data analytics, investigations, fraud and risk assessments and forensic technology. This diversity offers graduates the opportunity to work across various service areas.<br>
<br>
In our Forensic Technology practice our focus is on providing computer forensic and eDiscovery services to support litigation, corporate and regulatory investigations involving:<br>
• intellectual property (IP) infringement and theft<br>
• corporate fraud and financial crime<br>
• contractual disputes<br>
• defamation and harassment<br>
• identity theft and<br>
• misuse or unauthorised access to computing or Internet resources<br>
<br>
KordaMentha will provide you with a comprehensive range of training to enable you to work in this exciting, fast moving and challenging forensic discipline as well as a flexible working environment.<br>
<br>
You will also benefit from being mentored by some of the industry's most experienced investigators across our offices in Australia and Singapore. This is a rare opportunity to enter a fascinating field of forensic technology with one of the country's leading contributors.<br>
<br>
<strong>Culture of Growth</strong><br>
What unites everyone at KordaMentha is a desire to use our skills to make a difference – both for our clients and in our communities. This translates into active involvement with a range of charities and community organisations. We have a vibrant culture with a range of social functions and team sporting events to develop career long relationships with clients and your peers.<br>
<br>
In other words, working for KordaMentha is much more than just a job – it's a real opportunity for growth, both professionally and personally.<br>
<br>
<strong>A suitable person for this position will have the following:</strong><br>
• Genuine enthusiasm for digital forensics and electronic discovery<br>
• An aptitude for dealing with digital information in a range of formats<br>
• Strong capacity for lateral thinking, investigation and problem solving<br>
• Excellent written and verbal communication skills<br>
• Strong understanding of common computer hardware and operating systems<br>
• Proven experience to troubleshoot and resolve complex computer problems<br>
<br>
It would be an advantage to also have the following:<br>
• Computer programming skills<br>
• Experience with EnCase, FTK or related computer forensic software tools<br>
• Understanding of the Australian legal system<br>
<br>
<strong>Some of the benefits of being a KordaMentha Graduate include:</strong><br>
• Exposure to high profile and diverse clients.<br>
• Experience with engagements across various industries.<br>
• Actively supported and encouraged to continue professional development.<br>
• Fully funded CA program support inclusive of study leave and additional study support.<br>
• Personalised mentor and buddy programs to assist with your personal and professional development.<br>
• Secondment opportunities.<br>
• Training through the KordaMentha Business School.<br>
• Supportive team environment, including an open door policy.<br>
• Active social culture including team sports and involvement with various charities.<br>
• Travel opportunities.<br>
• Social and client functions.<br>
• Extensive networking opportunities.<br>
• Six monthly performance reviews to recognise your performance and achievements.<br>
• Health and well-being program.<br>
• Corporate discount programs.<br>
• Employee Assistance Program.<br>
• Flexible and accommodating work practices.<br>
<br>
<strong>To be eligible to apply for this role, you must:</strong><br>
• Be an Australian Citizen or Permanent Resident at the time of application;<br>
• Be either currently studying toward or have recently completed a Computer Science, Information Technology or related degree.<br>
<br>
We are a client focused firm so, in addition to your academic results we consider your personal qualities, characteristics and interests. We look for well-rounded candidates who have some prior work experience (although not necessarily in accounting).<br>
<br>
<strong>Applications close:</strong><br>
Melbourne - 14 August 2016</p>
</div>",https://gradaustralia.com.au/kordamentha-2017-forensic-technology-graduate-program,Graduate Jobs,None,KordaMentha 2017 Forensic Technology Graduate Program,2017-01-01T00:00:00+11:00,http://kordamentha.com/gradcareers?utm_source=Grad%20Australia&utm_medium=Grad%20portal&utm_campaign=Grad%20Campaign,Melbourne ,2016-08-14T00:00:00+10:00,2016-07-17T00:00:00+10:00,Bachelor degree
